,version,ihl,tos,len,id,flags,frag,ttl,proto,chksum,src,dst,options,time,sport,dport,seq,ack,dataofs,reserved,flags,window,chksum,urgptr,options,payload,payload_raw,payload_hex
20,4,5,0,836,28722,,0,255,17,45413,172.20.10.1,224.0.0.251,0,1651735056.248491,5353,5353,,,,,,,14760,,,808,"b'\x00\x00\x84\x00\x00\x00\x00\x10\x00\x00\x00\x07\x0cvansonlyvans\x07_rdlink\x04_tcp\x05local\x00\x00\x10\x80\x01\x00\x00\x11\x94\x008\x16rpBA=95:0E:12:D0:CB:7E\x0erpVr=340.19.11\x11rpAD=cb7ef4d1b91d\t_services\x07_dns-sd\x04_udp\xc0&\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x02\xc0\x19\xc0\x19\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x02\xc0\x0c\x0cvansonlyvans\x0c_device-info\xc0!\x00\x10\x00\x01\x00\x00\x11\x94\x00\x0c\x0bmodel=D79AP\xc0\x0c\x00!\x80\x01\x00\x00\x00x\x00\x15\x00\x00\x00\x00\xc0\x00\x0cvansonlyvans\xc0&+e8:7f:95:b6:76:4b@fe80::ea7f:95ff:feb6:764b\x0e_apple-mobdev2\xc0!\x00\x10\x80\x01\x00\x00\x11\x94\x00\x01\x00\xc0o\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x02\xc1!\x08903907c4\x04_sub\xc1!\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x02\xc0\xf5\xc1!\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x02\xc0\xf5\x011\x0210\x0220\x03172\x07in-addr\x04arpa\x00\x00\x0c\x80\x01\x00\x00\x00x\x00\x02\xc0\xe6\x014\x016\x01C\x012\x01B\x016\x01E\x01F\x01F\x01F\x015\x019\x01F\x017\x018\x01E\x010\x010\x010\x010\x010\x010\x010\x010\x010\x010\x010\x010\x010\x018\x01E\x01F\x03ip6\xc1\x89\x00\x0c\x80\x01\x00\x00\x00x\x00\x02\xc0\xe6\x01B\x01C\x01C\x015\x01B\x018\x01D\x019\x015\x014\x01B\x01F\x01D\x013\x014\x010\x013\x019\x01C\x010\x015\x01B\x013\x013\x010\x010\x019\x014\x011\x010\x014\x012\xc1\xdb\x00\x0c\x80\x01\x00\x00\x00x\x00\x02\xc0\xe6\xc0\xf5\x00!\x80\x01\x00\x00\x00x\x00\x08\x00\x00\x00\x00~\xf2\xc0\xe6\xc0\xe6\x00\x01\x80\x01\x00\x00\x00x\x00\x04\xac\x14\n\x01\xc0\xe6\x00\x1c\x80\x01\x00\x00\x00x\x00\x10\xfe\x80\x00\x00\x00\x00\x00\x00\xe8\x7f\x95\xff\xfek,d\xc0\xe6\x00\x1c\x80\x01\x00\x00\x00x\x00\x10$\x01I\x003\xb5\x0c\x93\x04=\xfbE\x9d\x8b\\\xcb\xc0\x0c\x00/\x80\x01\x00\x00\x11\x94\x00\t\xc0\x0c\x00\x05\x00\x00\x80\x00@\xc0\xf5\x00/\x80\x01\x00\x00\x11\x94\x00\t\xc0\xf5\x00\x05\x00\x00\x80\x00@\xc1u\x00/\x80\x01\x00\x00\x00x\x00\x06\xc1u\x00\x02\x00\x08\xc1\x9b\x00/\x80\x01\x00\x00\x00x\x00\x06\xc1\x9b\x00\x02\x00\x08\xc1\xed\x00/\x80\x01\x00\x00\x00x\x00\x06\xc1\xed\x00\x02\x00\x08\xc0\xe6\x00/\x80\x01\x00\x00\x00x\x00\x08\xc0\xe6\x00\x04@\x00\x00\x08\x00\x00)\x05\xa0\x00\x00\x11\x94\x00\x12\x00\x04\x00\x0e\x00\x86>H\xb7\xa12S\xea\x7f\x95k,d'",b'0000840000000010000000070c76616e736f6e6c7976616e73075f72646c696e6b045f746370056c6f63616c000010800100001194003816727042413d39353a30453a31323a44303a43423a37450e727056723d3334302e31392e313111727041443d636237656634643162393164095f7365727669636573075f646e732d7364045f756470c026000c0001000011940002c019c019000c0001000011940002c00c0c76616e736f6e6c7976616e730c5f6465766963652d696e666fc0210010000100001194000c0b6d6f64656c3d4437394150c00c0021800100000078001500000000c0000c76616e736f6e6c7976616e73c0262b65383a37663a39353a62363a37363a346240666538303a3a656137663a393566663a666562363a373634620e5f6170706c652d6d6f6264657632c0210010800100001194000100c06f000c0001000011940002c121083930333930376334045f737562c121000c0001000011940002c0f5c121000c0001000011940002c0f501310231300232300331373207696e2d61646472046172706100000c8001000000780002c0e60134013601430132014201360145014601460146013501390146013701380145013001300130013001300130013001300130013001300130013001380145014603697036c189000c8001000000780002c0e601420143014301350142013801440139013501340142014601440133013401300133013901430130013501420133013301300130013901340131013001340132c1db000c8001000000780002c0e6c0f500218001000000780008000000007ef2c0e6c0e600018001000000780004ac140a01c0e6001c8001000000780010fe80000000000000e87f95fffe6b2c64c0e6001c80010000007800102401490033b50c93043dfb459d8b5ccbc00c002f8001000011940009c00c00050000800040c0f5002f8001000011940009c0f500050000800040c175002f8001000000780006c17500020008c19b002f8001000000780006c19b00020008c1ed002f8001000000780006c1ed00020008c0e6002f8001000000780008c0e600044000000800002905a00000119400120004000e00863e48b7a13253ea7f956b2c64'
21,4,5,0,84,36340,,0,64,1,32902,172.20.10.1,172.20.10.5,0,1651735056.248492,,,2,,,,,,30963,,,56,"b'bsz\x10\x00\x03\x9b~\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1000039b7e08090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
22,4,5,0,84,22971,,0,64,1,46271,172.20.10.5,172.20.10.1,0,1651735057.237194,,,3,,,,,,28254,,,56,"b'bsz\x11\x00\x03\x9e\x11\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1100039e1108090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
23,4,5,0,445,56348,,0,255,17,18174,172.20.10.5,224.0.0.251,0,1651735057.239665,5353,5353,,,,,,,15677,,,417,b'\x00\x00\x00\x00\x00\x13\x00\x02\x00\x00\x00\x00\x08_airport\x04_tcp\x05local\x00\x00\x0c\x00\x01\x06_uscan\xc0\x15\x00\x0c\x00\x01\x0f_pdl-datastream\xc0\x15\x00\x0c\x00\x01\x04_ptp\xc0\x15\x00\x0c\x00\x01\x04_ipp\xc0\x15\x00\x0c\x00\x01\x08_scanner\xc0\x15\x00\x0c\x00\x01\x08_printer\xc0\x15\x00\x0c\x00\x01\x07_ippusb\xc0\x15\x00\x0c\x00\x01\x05_ipps\xc0\x15\x00\x0c\x00\x01\x07_uscans\xc0\x15\x00\x0c\x00\x01\x07_rdlink\xc0\x15\x00\x0c\x00\x01\x0b_afpovertcp\xc0\x15\x00\x0c\x00\x01\x04_smb\xc0\x15\x00\x0c\x00\x01\x04_rfb\xc0\x15\x00\x0c\x00\x01\x06_adisk\xc0\x15\x00\x0c\x00\x01\r_apple-mobdev\xc0\x15\x00\x0c\x00\x01\x08903907c4\x04_sub\x0e_apple-mobdev2\xc0\x15\x00\x0c\x00\x01\x0f_apple-pairable\xc0\x15\x00\x0c\x00\x01\x0c_sleep-proxy\x04_udp\xc0\x1a\x00\x0c\x00\x01\xc0\xa4\x00\x0c\x00\x01\x00\x00\x11\x94\x00\x0f\x0cvansonlyvans\xc0\xa4\xc0\xfb\x00\x0c\x00\x01\x00\x00\x11\x94\x00.+e8:7f:95:b6:76:4b@fe80::ea7f:95ff:feb6:764b\xc1\t',b'000000000013000200000000085f616972706f7274045f746370056c6f63616c00000c0001065f757363616ec015000c00010f5f70646c2d6461746173747265616dc015000c0001045f707470c015000c0001045f697070c015000c0001085f7363616e6e6572c015000c0001085f7072696e746572c015000c0001075f697070757362c015000c0001055f69707073c015000c0001075f757363616e73c015000c0001075f72646c696e6bc015000c00010b5f6166706f766572746370c015000c0001045f736d62c015000c0001045f726662c015000c0001065f616469736bc015000c00010d5f6170706c652d6d6f62646576c015000c0001083930333930376334045f7375620e5f6170706c652d6d6f6264657632c015000c00010f5f6170706c652d7061697261626c65c015000c00010c5f736c6565702d70726f7879045f756470c01a000c0001c0a4000c000100001194000f0c76616e736f6e6c7976616e73c0a4c0fb000c000100001194002e2b65383a37663a39353a62363a37363a346240666538303a3a656137663a393566663a666562363a37363462c109'
24,4,5,0,84,40121,,0,64,1,29121,172.20.10.1,172.20.10.5,0,1651735057.251744,,,3,,,,,,30302,,,56,"b'bsz\x11\x00\x03\x9e\x11\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a1100039e1108090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
25,4,5,0,84,51125,,0,237,6,58248,34.237.73.95,172.20.10.5,0,1651735058.232680,443,49353,4290639114,1859426057,8,0,PA,142,31745,0,3,32,b'\x17\x03\x03\x00\x1b\xec3Y!>Y\x05\x04\x97\x19\xf58V\xa1\x91\x08\x11\xa6K\xf4\xb1\x90\xbaR\x13\x0fJ',b'170303001bec3359213e5905049719f53856a1910811a64bf4b190ba52130f4a'
26,4,5,0,52,0,,0,64,6,22623,172.20.10.5,34.237.73.95,0,1651735058.232788,49353,443,1859426057,4290639146,8,0,A,2047,29333,0,3,0,b'',b''
27,4,5,0,84,20547,,0,64,1,48695,172.20.10.5,172.20.10.1,0,1651735058.238288,,,4,,,,,,27177,,,56,"b'bsz\x12\x00\x03\xa2D\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a120003a24408090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
28,4,5,0,84,11911,,0,64,1,57331,172.20.10.1,172.20.10.5,0,1651735058.243919,,,4,,,,,,29225,,,56,"b'bsz\x12\x00\x03\xa2D\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a120003a24408090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
29,4,5,0,84,24142,,0,64,1,45100,172.20.10.5,172.20.10.1,0,1651735059.243576,,,5,,,,,,21949,,,56,"b'bsz\x13\x00\x03\xb6\xae\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a130003b6ae08090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
30,4,5,0,84,37279,,0,64,1,31963,172.20.10.1,172.20.10.5,0,1651735059.257669,,,5,,,,,,23997,,,56,"b'bsz\x13\x00\x03\xb6\xae\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a130003b6ae08090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
31,4,5,0,84,5769,,0,64,1,63473,172.20.10.5,172.20.10.1,0,1651735060.248959,,,6,,,,,,16568,,,56,"b'bsz\x14\x00\x03\xcb\xb1\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a140003cbb108090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
32,4,5,0,84,151,,0,64,1,3556,172.20.10.1,172.20.10.5,0,1651735060.262938,,,6,,,,,,18616,,,56,"b'bsz\x14\x00\x03\xcb\xb1\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a140003cbb108090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
33,4,5,0,84,48666,,0,64,1,20576,172.20.10.5,172.20.10.1,0,1651735061.253304,,,7,,,,,,12139,,,56,"b'bsz\x15\x00\x03\xdc\xfc\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a150003dcfc08090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
34,4,5,0,84,40444,,0,64,1,28798,172.20.10.1,172.20.10.5,0,1651735061.273866,,,7,,,,,,14187,,,56,"b'bsz\x15\x00\x03\xdc\xfc\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a150003dcfc08090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
35,4,5,0,91,1673,,0,63,6,60598,172.20.10.5,142.250.67.74,0,1651735061.745365,48708,443,787867802,2854415171,8,0,PA,501,63321,0,3,39,"b'\x17\x03\x03\x00""^\xd6t\xd9\x03\x88\x02\x85\x8ca\xc3\x08\xca\xb2\x88\xf82b\xdeP6\xb9\x1ao|\x80cwAI\xb1m\xe7w'",b'17030300225ed674d9038802858c61c308cab288f83262de5036b91a6f7c8063774149b16de777'
36,4,5,128,91,40577,,0,121,6,6718,142.250.67.74,172.20.10.5,0,1651735061.818459,443,48708,2854415171,787867841,8,0,PA,278,60148,0,3,39,"b'\x17\x03\x03\x00""}M\xa1\xfb\x07\xad\x8c\x83\x121X\x8fK{T\xd2\xfa\xe05*8\x86\xcb\x14\xf0^\x89n\x82\xc1\xb3W\x01\xe9'",b'17030300227d4da1fb07ad8c831231588f4b7b54d2fae0352a3886cb14f05e896e82c1b35701e9'
37,4,5,0,52,40576,,0,57,6,23270,142.250.67.74,172.20.10.5,0,1651735061.818460,443,48708,2854415171,787867841,8,0,A,278,9419,0,3,0,b'',b''
38,4,5,0,52,1674,,0,63,6,60636,172.20.10.5,142.250.67.74,0,1651735061.864583,48708,443,787867841,2854415210,8,0,A,501,9038,0,3,0,b'',b''
39,4,5,0,84,27075,,0,64,1,42167,172.20.10.5,172.20.10.1,0,1651735062.258525,,,8,,,,,,6931,,,56,"b'bsz\x16\x00\x03\xf1R\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a160003f15208090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
40,4,5,0,84,25289,,0,64,1,43953,172.20.10.1,172.20.10.5,0,1651735062.272062,,,8,,,,,,8979,,,56,"b'bsz\x16\x00\x03\xf1R\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a160003f15208090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
41,4,5,0,177,27771,,0,255,17,47023,172.20.10.1,224.0.0.251,0,1651735062.359220,5353,5353,,,,,,,12466,,,149,"b""\x00\x00\x00\x00\x00\x03\x00\x01\x00\x00\x00\x01\x02lb\x07_dns-sd\x04_udp\x05local\x00\x00\x0c\x00\x01\x0f_companion-link\x04_tcp\xc0\x1c\x00\x0c\x00\x01\x08_homekit\xc07\x00\x0c\x00\x01\xc0'\x00\x0c\x00\x01\x00\x00\x11\x88\x00\x1b\x18Vanshika\xe2\x80\x99s MacBook Air\xc0'\x00\x00)\x05\xa0\x00\x00\x11\x94\x00\x12\x00\x04\x00\x0e\x00\x86>H\xb7\xa12S\xea\x7f\x95k,d""",b'000000000003000100000001026c62075f646e732d7364045f756470056c6f63616c00000c00010f5f636f6d70616e696f6e2d6c696e6b045f746370c01c000c0001085f686f6d656b6974c037000c0001c027000c000100001188001b1856616e7368696b61e2809973204d6163426f6f6b20416972c02700002905a00000119400120004000e00863e48b7a13253ea7f956b2c64'
42,4,5,0,84,13213,,0,64,1,56029,172.20.10.5,172.20.10.1,0,1651735063.259985,,,9,,,,,,5472,,,56,"b'bsz\x17\x00\x03\xf7\x03\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a170003f70308090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
43,4,5,0,84,59163,,0,64,1,10079,172.20.10.1,172.20.10.5,0,1651735063.279756,,,9,,,,,,7520,,,56,"b'bsz\x17\x00\x03\xf7\x03\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a170003f70308090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
44,4,5,0,84,16475,,0,64,1,52767,172.20.10.5,172.20.10.1,0,1651735064.262151,,,10,,,,,,3324,,,56,"b'bsz\x18\x00\x03\xffe\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a180003ff6508090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
45,4,5,0,84,39420,,0,64,1,29822,172.20.10.1,172.20.10.5,0,1651735064.275915,,,10,,,,,,5372,,,56,"b'bsz\x18\x00\x03\xffe\x08\t\n\x0b\x0c\r\x0e\x0f\x10\x11\x12\x13\x14\x15\x16\x17\x18\x19\x1a\x1b\x1c\x1d\x1e\x1f !""#$%&\'()*+,-./01234567'",b'62737a180003ff6508090a0b0c0d0e0f101112131415161718191a1b1c1d1e1f202122232425262728292a2b2c2d2e2f3031323334353637'
46,4,5,0,175,29648,,0,57,6,34075,142.250.67.74,172.20.10.5,0,1651735064.681444,443,44925,3236607887,3548619215,8,0,PA,321,11634,0,3,123,"b""\x17\x03\x03\x00v\t\x14L\x8e\xaf\xe9\xc2Z\xf6\xd6p\x99\x02\xe8\xa8\xaf\xdax\xb9\x1cqAI~\xf4 \x19\xc9)\xd2C\xaf\x90bfiq[G\xfc\xce\x9b|\x81\xc1<\xed)\xba\xb3\x84\xdf2\xef\xce\x91\x80\xb1j\xe6n\x0c<\xae~b\xa6\xc9\x81_x'@_y\xe9\x97\xa3k\x18\xc9\xe8Np6\x05\xdd\x8c\xa95\xa9\xfa\x98\xa1$%s;\xdc4\xea\x19\xba\x96\x83\xe1\x92;+\xc7'$\xed\xe3\x05W\xbd\x00""",b'170303007609144c8eafe9c25af6d6709902e8a8afda78b91c7141497ef42019c929d243af90626669715b47fcce9b7c81c13ced29bab384df32efce9180b16ae66e0c3cae7e62a6c9815f7827405f79e997a36b18c9e84e703605dd8ca935a9fa98a12425733bdc34ea19ba9683e1923b2bc72724ede30557bd00'
47,4,5,0,83,29649,,0,57,6,34166,142.250.67.74,172.20.10.5,0,1651735064.681445,443,44925,3236608010,3548619215,8,0,PA,321,7632,0,3,31,b'\x17\x03\x03\x00\x1a\x0b\xd9\x97|c3!\x90y}l\xcek\x9e^\x05\x18\xe6\x86\x9d\xfb\xf3\xc8\x9f\x91\x08',b'170303001a0bd9977c63332190797d6cce6b9e5e0518e6869dfbf3c89f9108'
48,4,5,0,91,29650,,0,57,6,34157,142.250.67.74,172.20.10.5,0,1651735064.681445,443,44925,3236608041,3548619215,8,0,PA,321,64195,0,3,39,"b'\x17\x03\x03\x00""\xa1\x9b\xe9~\x17*q\xeb\x101\xea\xfcvj\xa1\xe50_\xf6\xdd\xf0\xe4.\x9dA\x11^\xf2\x9c\xf8sF\x93\x93'",b'1703030022a19be97e172a71eb1031eafc766aa1e5305ff6ddf0e42e9d41115ef29cf873469393'
49,4,5,0,64,36252,,0,63,6,26046,172.20.10.5,142.250.67.74,0,1651735064.682720,44925,443,3548619215,3236607887,11,0,A,501,21060,0,6,0,b'',b''
50,4,5,0,64,36253,,0,63,6,26045,172.20.10.5,142.250.67.74,0,1651735064.682792,44925,443,3548619215,3236607887,11,0,A,501,21021,0,6,0,b'',b''
51,4,5,0,52,36254,,0,63,6,26056,172.20.10.5,142.250.67.74,0,1651735064.682804,44925,443,3548619215,3236608080,8,0,A,500,10298,0,3,0,b'',b''
52,4,5,0,91,36255,,0,63,6,26016,172.20.10.5,142.250.67.74,0,1651735064.684531,44925,443,3548619215,3236608080,8,0,PA,501,25217,0,3,39,"b'\x17\x03\x03\x00""\xaeP\xf28V\x05\xbc\x0c0*,M\xeb\xbe(A\x19\x04\x14\xfe\x9d\xdbtE\xdcT\x92\xfbE\xe0\xee""|\xff'",b'1703030022ae50f2385605bc0c302a2c4debbe2841190414fe9ddb7445dc5492fb45e0ee227cff'
53,4,5,0,286,1675,,0,63,6,60401,172.20.10.5,142.250.67.74,0,1651735064.725274,48708,443,787867841,2854415210,8,0,PA,501,55876,0,3,234,"b'\x17\x03\x03\x00\xe5\x06P]\x1d\xdbB\x96\xec\x0e\xe5T/\xff\x88m\x81u\x1d\xedQ\x16o\xe1[\x9e\x83\xf6\xf6-\xbb\xfb.\x1dD%\xcf\xc2\x8e\x0e3\xfb\x0f&\x15Z\x02\x0e\xf1^n\x8d\x9a\x17m\ng\x94e8s\x1e\x00\xfa\xb84\xbf\x89\xf4\x10Es\x8bh2\x17F\xd7\x0b\x81\xd8j\xb8\xfe\xb6t8\x1e\xfe\x19\xa4\xd5O\xb3~3Qt:\xb5\xc5\xae\xf6\xe6\xe8\x1f\xdbq\x9a\x01\x9e|\x14\xd6W\x08\x15P\xc8p\xc40\x97\xf9\xea\x13\xa3j\xb3\x99r\x1b\xe44p\xaf\x00\xa9\x10a=hD\x8d\xc2\x07\xa3\xe8G\xf8\x97a\xe5qx\xe0a!Mh\xa6\x02\xdde\xb6\xae\x97\x83\xc2\x96\xe1""\x81\xd5\xb3\xa0h\xd1\xb9r\xa5bJ\xe4E\x8c\x8f\x86\x13\xd2h\xc1\xbe}HN\x0c\xbdn\xe8\xb85+\xfd\x96=s\xc6\xc4\xd4:o\x85\xdcbh\xd4\r\x01\x83\xba*\xb3\x00\xa9F\x88\x1d\xd9\x84'",b'17030300e506505d1ddb4296ec0ee5542fff886d81751ded51166fe15b9e83f6f62dbbfb2e1d4425cfc28e0e33fb0f26155a020ef15e6e8d9a176d0a67946538731e00fab834bf89f41045738b68321746d70b81d86ab8feb674381efe19a4d54fb37e3351743ab5c5aef6e6e81fdb719a019e7c14d657081550c870c43097f9ea13a36ab399721be43470af00a910613d68448dc207a3e847f89761e57178e061214d68a602dd65b6ae9783c296e12281d5b3a068d1b972a5624ae4458c8f8613d268c1be7d484e0cbd6ee8b8352bfd963d73c6c4d43a6f85dc6268d40d0183ba2ab300a946881dd984'
54,4,5,128,52,41463,,0,121,6,5871,142.250.67.74,172.20.10.5,0,1651735064.812834,443,48708,2854415210,787868075,8,0,A,283,3167,0,3,0,b'',b''
55,4,5,0,52,29895,,0,57,6,33951,142.250.67.74,172.20.10.5,0,1651735064.872711,443,44925,3236608080,3548619254,8,0,A,321,10156,0,3,0,b'',b''
56,4,5,128,121,41609,,0,121,6,5656,142.250.67.74,172.20.10.5,0,1651735065.003988,443,48708,2854415210,787868075,8,0,PA,283,42065,0,3,69,"b'\x17\x03\x03\x00@$\xeeD\xe3\xa9\t \xeeM\x13d\x0e\r\xd7\x10\x10@\xe3\x83J\xa2V\x86\xae\xa5\xbd\x1cD\xfc\x9e,&\x08E<\xae\x88-\xa6\xe2\xfa\x9b\xf1\xe61\x1dTA\x07c\xb0{\x12i\x07w\xa0\x8c\x05\x03\xe0\x87\xe5\x85'",b'170303004024ee44e3a90920ee4d13640e0dd7101040e3834aa25686aea5bd1c44fc9e2c2608453cae882da6e2fa9bf1e6311d54410763b07b12690777a08c0503e087e585'
57,4,5,128,83,41610,,0,121,6,5693,142.250.67.74,172.20.10.5,0,1651735065.003988,443,48708,2854415279,787868075,8,0,PA,283,19151,0,3,31,"b'\x17\x03\x03\x00\x1a,\xcfFv\x12\xb1\xb5\x88\x858Y\xfb\xfd,\x0cs|{\x8c\x8cZ\xbc\x00""\xd8R'",b'170303001a2ccf467612b1b588853859fbfd2c0c737c7b8c8c5abc0022d852'
58,4,5,128,91,41611,,0,121,6,5684,142.250.67.74,172.20.10.5,0,1651735065.003989,443,48708,2854415310,787868075,8,0,PA,283,12747,0,3,39,"b'\x17\x03\x03\x00""\x04\xfe\xcf-\\s4\xdbU\xe5\x90%\x0e)G\xb0a\xc1\x08\x11\x08)\xe2\xd6\x0e\xa1g\x85(>\x8c\x1b\x1c\xec'",b'170303002204fecf2d5c7334db55e590250e2947b061c108110829e2d60ea16785283e8c1b1cec'
59,4,5,0,52,1676,,0,63,6,60634,172.20.10.5,142.250.67.74,0,1651735065.004830,48708,443,787868075,2854415279,8,0,A,501,2409,0,3,0,b'',b''
60,4,5,0,52,1677,,0,63,6,60633,172.20.10.5,142.250.67.74,0,1651735065.004950,48708,443,787868075,2854415310,8,0,A,501,2377,0,3,0,b'',b''
61,4,5,0,52,1678,,0,63,6,60632,172.20.10.5,142.250.67.74,0,1651735065.004980,48708,443,787868075,2854415349,8,0,A,501,2338,0,3,0,b'',b''
62,4,5,0,91,1679,,0,63,6,60592,172.20.10.5,142.250.67.74,0,1651735065.005919,48708,443,787868075,2854415349,8,0,PA,501,9207,0,3,39,"b'\x17\x03\x03\x00""\x88\xa4\x1f\xd47\xb7[?\xca\xf7\xb2\xa6\xb0\xc9C\x9d,>;I\xd4xo&\xe8BT\xc8;\xfe\x8f\x00\x97\x03'",b'170303002288a41fd437b75b3fcaf7b2a6b0c9439d2c3e3b49d4786f26e84254c83bfe8f009703'
